container_id,container_type,material,weight_kg,age_months,usage_count,damage_level,structural_condition,cleanliness_score,contamination,repair_required,repair_cost,refurbishment_cost,resale_value,recycling_value,disposal_cost,carbon_repair,carbon_refurbish,carbon_resell,carbon_recycle,carbon_dispose,recyclable,safety_risk,location,sensor_available,network_available,inspection_completeness,final_disposition
CON-100338,Drum,Metal,34.6,40,122,Low,Safe,65.98,None,False,7.12,35.3,38.99,18.4,13.65,7.15,9.45,0.69,76.11,228.33,True,Low,Hub B,False,False,1.0,Resell
CON-100339,Drum,Plastic,5.07,34,84,Critical,Unsafe,58.14,Organic,True,117.24,32.68,0.0,0.95,6.27,3.61,2.07,0.1,5.27,15.8,True,High,Facility D,True,True,1.0,Recycle
CON-100340,Drum,Plastic,6.06,45,102,High,Moderate Damage,68.61,None,True,44.73,32.91,42.4,1.32,6.52,2.23,2.32,0.12,6.3,18.91,True,Medium,Hub B,False,True,1.0,Resell
CON-100341,Crate,Metal,32.92,57,99,Low,Minor Damage,56.37,None,False,4.19,28.44,16.92,16.56,13.23,6.95,9.03,0.66,72.43,217.28,True,Low,Warehouse A,True,True,1.0,Resell
CON-100342,Box,Cardboard,1.64,35,57,High,Moderate Damage,72.81,None,True,7.09,12.03,7.64,0.12,5.41,1.7,1.21,0.03,0.65,1.96,True,Medium,Terminal E,False,True,1.0,Resell
CON-100343,Drum,Plastic,6.92,11,31,Low,Minor Damage,78.66,None,False,6.08,24.3,102.49,1.41,6.73,3.83,2.53,0.14,7.2,21.59,True,Low,Depot C,True,False,1.0,Resell
CON-100344,Crate,Plastic,6.63,28,83,High,Unsafe,65.15,None,True,31.88,25.53,0.0,1.4,6.66,2.3,2.46,0.13,6.9,20.7,True,High,Depot C,True,True,1.0,Recycle
CON-100345,Drum,Metal,32.72,19,43,None,Safe,61.6,None,False,0.0,28.06,83.44,15.7,13.18,6.93,8.98,0.65,71.97,215.92,True,Low,Hub B,True,True,0.83,Resell
CON-100346,Crate,Metal,30.14,37,121,Medium,Minor Damage,72.97,None,True,13.8,28.15,30.79,14.36,12.53,4.12,8.33,0.6,66.3,198.89,True,Medium,Terminal E,True,True,1.0,Resell
CON-100347,Tote,Plastic,6.17,14,37,None,Safe,68.81,None,False,0.0,14.38,29.38,1.31,6.54,3.74,2.34,0.12,6.41,19.24,True,Low,Terminal E,True,False,1.0,Resell
CON-100348,Tote,Plastic,4.99,4,13,None,Safe,86.96,None,False,0.0,9.26,39.73,0.98,6.25,3.6,2.05,0.1,5.19,15.56,True,Low,Warehouse A,True,False,1.0,Resell
CON-100349,Drum,Metal,27.66,3,4,None,Safe,89.4,None,False,0.0,19.99,120.01,12.87,11.91,6.32,7.71,0.55,60.85,182.54,True,Low,Facility D,False,False,1.0,Resell
CON-100350,Drum,Plastic,6.69,10,8,Low,Safe,84.12,None,False,6.12,21.18,111.28,1.27,6.67,3.8,2.47,0.13,6.95,20.86,True,Low,Facility D,False,True,1.0,Resell
CON-100351,Pallet,Plastic,5.75,37,40,None,Safe,,None,False,0.0,13.79,26.21,1.13,6.44,3.69,2.24,0.11,5.98,17.94,True,Low,Terminal E,True,True,1.0,Resell
CON-100352,Crate,Wood,18.57,39,96,None,Safe,75.72,Hazardous,False,0.0,25.24,0.0,0.0,57.85,5.23,5.44,0.37,2.97,8.91,False,High,Facility D,True,True,1.0,Dispose
CON-100353,Pallet,Wood,21.48,10,27,None,Safe,91.23,None,False,0.0,11.52,38.53,0.0,10.37,5.58,6.17,0.43,3.44,10.31,False,Low,Terminal E,True,True,0.78,Manual_Review
CON-100354,Box,Plastic,5.88,2,2,None,Safe,93.49,None,False,0.0,3.43,14.71,1.12,6.47,3.71,2.27,0.12,6.12,18.35,True,Low,Facility D,True,True,1.0,Resell
CON-100355,Tote,Plastic,5.41,4,5,Medium,Moderate Damage,97.41,None,True,6.43,6.89,39.18,1.06,6.35,1.15,2.15,0.11,5.63,16.89,True,Medium,Depot C,True,True,0.85,Resell
CON-100356,Pallet,Plastic,6.02,46,36,Low,Minor Damage,78.26,None,False,2.09,14.36,23.85,1.13,6.51,3.72,2.31,0.12,6.26,18.78,True,Low,Facility D,True,True,1.0,Resell
CON-100357,Crate,Plastic,5.74,11,6,None,Safe,88.14,Organic,False,0.0,14.38,67.46,1.26,6.44,3.69,2.24,0.11,5.97,17.92,True,Low,Terminal E,True,True,1.0,Resell
CON-100358,Box,Plastic,5.34,22,70,High,Moderate Damage,83.37,Chemical,True,7.99,11.75,9.37,1.09,15.84,2.14,2.14,0.11,5.56,16.67,True,Medium,Hub B,False,True,1.0,Resell
CON-100359,Crate,Metal,27.95,35,31,None,Safe,76.37,None,False,0.0,18.64,48.77,13.14,11.99,6.35,7.79,0.56,61.49,184.48,True,Low,Hub B,True,False,1.0,Resell
CON-100360,Pallet,Wood,18.54,36,75,High,Moderate Damage,79.48,None,True,19.31,18.08,26.16,0.0,9.63,3.72,5.43,0.37,2.97,8.9,False,Medium,Warehouse A,True,True,1.0,Resell
CON-100361,Crate,Wood,22.23,7,6,None,Safe,75.93,None,False,0.0,16.21,75.08,0.0,10.56,5.67,6.36,0.44,3.56,10.67,False,Low,Depot C,True,False,1.0,Resell
CON-100362,Crate,Wood,21.51,31,27,Low,Minor Damage,73.24,None,False,4.56,18.71,49.6,0.0,10.38,5.58,6.18,0.43,3.44,10.32,False,Low,Facility D,False,True,1.0,Resell
CON-100363,Drum,Metal,35.11,27,31,None,Safe,71.07,None,False,0.0,25.44,73.2,19.05,13.78,7.21,9.58,0.7,77.23,231.69,True,Low,Facility D,False,True,1.0,Resell
CON-100364,Drum,Plastic,6.66,39,105,Medium,Moderate Damage,57.39,None,True,28.22,34.89,46.98,1.35,6.67,1.3,2.47,0.13,6.93,20.79,True,Medium,Terminal E,True,False,1.0,Resell
CON-100365,Box,Cardboard,1.51,26,89,Low,Safe,65.47,None,False,0.79,16.33,8.46,0.11,5.38,3.18,1.18,0.03,0.6,1.81,True,Low,Depot C,False,True,1.0,Resell
CON-100366,Crate,Plastic,5.2,19,44,Low,Safe,70.5,None,False,3.94,20.82,62.42,1.07,6.3,3.62,2.1,0.1,5.41,16.22,True,Low,Warehouse A,True,True,1.0,Resell
CON-100367,Tote,Plastic,5.74,21,38,None,Safe,78.79,Organic,False,0.0,12.98,30.83,1.24,6.44,3.69,2.24,0.11,5.97,17.92,True,Low,Facility D,True,True,1.0,Resell
CON-100368,Pallet,Wood,16.73,46,85,Low,Minor Damage,80.44,None,False,2.73,18.93,19.27,0.0,9.18,5.01,4.98,0.33,2.68,8.03,False,Low,Terminal E,True,True,1.0,Resell
CON-100369,Pallet,Plastic,6.16,43,132,Medium,Minor Damage,47.54,None,True,10.85,28.57,14.32,1.21,6.54,1.24,2.34,0.12,6.4,19.21,True,Medium,Depot C,False,True,1.0,Resell
CON-100370,Pallet,Wood,16.03,49,61,Medium,Moderate Damage,72.87,None,True,11.23,17.67,19.39,0.0,9.01,2.42,4.81,0.32,2.56,7.69,False,Medium,Terminal E,False,True,1.0,Resell
CON-100371,Drum,Plastic,5.86,39,89,Medium,Minor Damage,55.73,None,True,25.23,33.54,49.54,1.25,6.47,1.2,2.27,0.12,6.09,18.28,True,Medium,Hub B,True,True,1.0,Resell
CON-100372,Box,Cardboard,1.71,43,96,Low,Minor Damage,70.87,Organic,False,0.63,16.22,5.2,0.15,5.43,3.21,1.23,0.03,0.68,2.05,True,Low,Hub B,True,False,1.0,Resell
CON-100373,Tote,Plastic,7.12,48,107,Medium,Minor Damage,75.81,None,True,7.58,20.33,11.75,1.39,6.78,1.35,2.58,0.14,7.4,22.21,True,Medium,Warehouse A,False,False,1.0,Resell
CON-100374,Box,Plastic,5.59,27,55,High,Moderate Damage,70.64,None,True,7.37,12.15,8.57,1.15,6.4,2.17,2.2,0.11,5.81,17.44,True,Medium,Warehouse A,False,False,1.0,Resell
CON-100375,Crate,Plastic,6.26,21,26,None,Safe,66.99,Chemical,False,0.0,19.55,60.39,1.25,16.41,3.75,2.37,0.13,6.51,19.54,True,Medium,Facility D,False,True,1.0,Resell
CON-100376,Crate,Wood,16.01,2,3,Low,Safe,77.28,None,False,4.18,15.71,73.36,0.0,9.0,4.92,4.8,0.32,2.56,7.69,False,Low,Facility D,False,True,1.0,Resell
CON-100377,Pallet,Wood,21.12,45,60,None,Safe,78.77,None,False,0.0,16.68,21.53,0.0,10.28,5.53,6.08,0.42,3.38,10.14,False,Low,Depot C,True,True,1.0,Resell
CON-100378,Tote,Plastic,6.8,13,19,Low,Minor Damage,68.53,None,False,1.98,12.62,33.14,1.23,6.7,3.82,2.5,0.14,7.07,21.21,True,Low,Hub B,False,True,1.0,Resell
CON-100379,Tote,Plastic,5.91,53,92,High,Moderate Damage,56.55,None,True,19.62,21.72,10.98,1.14,6.48,2.21,2.28,0.12,6.15,18.44,True,Medium,Terminal E,True,True,1.0,Resell
CON-100380,Crate,Wood,23.76,18,54,Low,Minor Damage,59.69,None,False,4.55,23.45,58.4,0.0,10.94,5.85,6.74,0.48,3.8,11.4,False,Low,Terminal E,False,True,1.0,Resell
CON-100381,Crate,Metal,34.29,46,27,None,Safe,92.0,None,False,0.0,15.9,41.81,16.71,13.57,7.12,9.37,0.69,75.45,226.34,True,Low,Depot C,True,False,1.0,Resell
CON-100382,Box,Cardboard,1.75,29,58,None,Safe,61.25,None,False,0.0,13.86,8.29,0.14,5.44,3.21,1.24,0.03,0.7,2.1,True,Low,Facility D,True,True,1.0,Resell
CON-100383,Tote,Plastic,5.29,3,5,Medium,Minor Damage,98.88,Organic,True,8.6,6.67,41.72,1.08,6.32,1.14,2.12,0.11,5.5,16.51,True,Medium,Warehouse A,True,True,1.0,Resell
CON-100384,Crate,Wood,20.62,20,48,None,Safe,80.77,None,False,0.0,19.68,52.86,0.0,10.16,5.47,5.96,0.41,3.3,9.9,False,Low,Depot C,True,True,1.0,Resell
CON-100385,Pallet,Plastic,5.07,40,87,None,Safe,76.4,None,False,0.0,19.74,20.66,0.98,6.27,3.61,2.07,0.1,5.28,15.83,True,Low,Hub B,True,False,1.0,Resell
CON-100386,Tote,Plastic,6.1,4,3,None,Safe,72.3,None,False,0.0,10.45,34.73,1.19,6.52,3.73,2.32,0.12,6.34,19.02,True,Low,Warehouse A,False,True,1.0,Resell
CON-100387,Tote,Plastic,6.28,20,29,Medium,Minor Damage,72.81,None,True,8.11,12.98,30.69,1.37,6.57,1.25,2.37,0.13,6.53,19.59,True,Medium,Facility D,True,True,1.0,Resell
CON-100388,Drum,Metal,29.47,44,107,Medium,Moderate Damage,64.48,None,True,20.58,34.03,45.24,15.9,12.37,4.04,8.17,0.59,64.83,194.48,True,Medium,Depot C,True,True,1.0,Resell
CON-100389,Crate,Plastic,5.89,2,1,Medium,Minor Damage,89.26,None,True,13.89,13.71,77.63,1.24,6.47,1.21,2.27,0.12,6.12,18.37,True,Medium,Terminal E,True,False,1.0,Resell
CON-100390,Box,Plastic,6.13,5,14,Low,,85.18,None,False,0.79,5.87,13.59,1.24,6.53,3.74,2.33,0.12,6.38,19.14,True,Low,Facility D,False,True,1.0,Resell
CON-100391,Tote,Plastic,6.68,28,61,Low,Minor Damage,71.46,None,False,2.13,16.38,22.66,1.22,6.67,3.8,2.47,0.13,6.95,20.85,True,Low,Terminal E,False,True,1.0,Resell
CON-100392,Tote,Plastic,6.77,12,17,,Safe,94.51,Organic,False,0.0,8.52,31.19,1.44,6.69,3.81,2.49,0.14,7.04,21.13,True,Low,Facility D,True,True,1.0,Resell
CON-100393,Pallet,Wood,23.1,58,160,High,Moderate Damage,45.29,None,True,22.08,31.71,5.16,0.0,10.77,4.27,6.57,0.46,3.7,11.09,False,Medium,Depot C,False,False,1.0,Resell
CON-100394,Crate,Plastic,6.17,59,149,Medium,Moderate Damage,48.67,Chemical,True,19.14,34.6,9.7,1.25,16.36,1.24,2.34,0.12,6.42,19.25,True,Medium,Terminal E,False,True,1.0,Resell
CON-100395,Tote,Plastic,4.8,36,106,Low,Minor Damage,75.51,None,False,1.62,20.27,16.37,0.95,6.2,3.58,2.0,0.1,4.99,14.98,True,Low,Terminal E,False,True,1.0,Resell
CON-100396,Drum,Metal,31.95,31,28,Low,Minor Damage,69.1,None,False,5.8,25.43,73.95,15.3,12.99,6.83,8.79,0.64,70.29,210.87,True,Low,Hub B,True,True,1.0,Recycle
CON-100397,Drum,Metal,25.02,42,122,None,,48.79,Organic,False,0.0,37.88,41.9,13.58,11.25,6.0,7.05,0.5,55.04,165.11,True,Low,Terminal E,True,True,1.0,Resell
CON-100398,Drum,Plastic,5.65,12,21,High,Moderate Damage,78.46,None,True,48.31,23.33,107.53,1.13,6.41,2.18,2.21,0.11,5.88,17.64,True,Medium,Facility D,True,True,1.0,Resell
CON-100399,Crate,Wood,20.64,45,33,Low,Minor Damage,79.45,Organic,False,4.62,18.38,35.45,0.0,10.16,5.48,5.96,0.41,3.3,9.91,False,Low,Warehouse A,True,True,1.0,Resell
CON-100400,Box,Plastic,6.27,58,88,Medium,Minor Damage,68.33,None,True,2.96,15.8,3.67,1.31,6.57,1.25,2.37,0.13,6.52,19.57,True,Medium,Facility D,True,True,1.0,Resell
CON-100401,Tote,Plastic,6.54,37,47,Low,Minor Damage,73.26,None,False,2.13,14.71,21.75,1.25,6.64,3.79,2.44,0.13,6.81,20.42,True,Low,Terminal E,True,True,1.0,Resell
CON-100402,Box,Plastic,5.4,40,53,Medium,Moderate Damage,88.97,None,True,2.61,9.2,6.83,1.1,6.35,1.15,2.15,0.11,5.62,16.86,True,Medium,Hub B,False,True,1.0,Resell
CON-100403,Pallet,Plastic,5.23,34,104,Critical,Unsafe,49.68,Organic,True,44.12,25.45,0.0,1.11,6.31,3.63,2.11,0.1,5.44,16.33,True,High,Facility D,False,True,1.0,Recycle
CON-100404,Drum,Metal,26.53,47,142,Medium,Minor Damage,52.33,None,True,20.31,39.35,31.03,12.38,11.63,3.68,7.43,0.53,58.37,175.1,True,Medium,Facility D,False,True,1.0,Resell
CON-100405,Tote,Plastic,5.71,46,76,Critical,Unsafe,80.45,None,True,27.36,16.53,0.0,1.24,6.43,3.69,2.23,0.11,5.94,17.82,True,High,Facility D,False,True,1.0,Recycle
CON-100406,Box,Cardboard,1.75,41,64,None,Safe,68.89,Organic,False,0.0,13.32,7.14,0.13,5.44,3.21,1.24,0.04,0.7,2.1,True,Low,Depot C,True,True,1.0,Resell
CON-100407,Drum,Metal,32.81,38,106,Critical,Unsafe,58.47,None,True,94.38,34.83,0.0,14.8,13.2,6.94,9.0,0.66,72.19,216.56,True,High,Warehouse A,True,True,1.0,Recycle
CON-100408,Tote,Plastic,6.45,23,26,Low,Minor Damage,87.24,None,False,2.1,10.51,26.04,1.17,6.61,3.77,2.41,0.13,6.7,20.11,True,Low,Terminal E,True,False,1.0,Resell
CON-100409,Box,Cardboard,1.71,9,14,None,Safe,70.32,None,False,0.0,8.1,13.75,0.13,5.43,3.21,1.23,0.03,0.69,2.06,True,Low,Facility D,True,True,1.0,Resell
CON-100410,Drum,Plastic,5.42,50,36,Medium,Minor Damage,81.32,None,True,19.78,24.4,49.64,1.18,6.35,1.15,2.15,0.11,5.63,16.9,True,Medium,Depot C,True,True,1.0,Resell
CON-100411,Pallet,Plastic,5.23,32,26,None,Safe,88.25,None,False,0.0,11.86,32.3,1.13,6.31,3.63,2.11,0.1,5.44,16.31,True,Low,Depot C,True,True,1.0,Resell
CON-100412,Crate,Plastic,4.85,32,30,Low,Safe,66.01,Organic,False,3.63,20.1,51.23,1.01,6.21,3.58,2.01,0.1,5.04,15.12,True,Low,Facility D,True,False,1.0,Resell
CON-100413,Drum,Plastic,5.77,47,133,Medium,Minor Damage,57.2,None,True,28.36,37.72,28.53,1.23,6.44,1.19,2.24,0.12,6.0,18.0,True,Medium,Facility D,True,False,1.0,Resell
CON-100414,Crate,Metal,27.63,4,9,Medium,Minor Damage,87.24,None,True,14.98,14.81,80.69,14.76,11.91,3.82,7.71,0.55,60.79,182.38,True,Medium,Depot C,True,True,1.0,Resell
CON-100415,Pallet,Plastic,6.47,58,47,None,Safe,76.0,None,False,0.0,15.8,17.56,1.28,6.62,3.78,2.42,0.13,6.73,20.19,True,Low,Hub B,True,True,1.0,Resell
CON-100416,Tote,Plastic,5.97,5,14,None,Safe,82.21,None,False,0.0,10.07,40.31,1.27,6.49,3.72,2.29,0.12,6.21,18.64,True,Low,Warehouse A,True,True,1.0,Resell
CON-100417,Box,Plastic,5.08,52,128,Medium,Moderate Damage,46.2,None,True,3.04,23.12,3.61,1.07,6.27,1.11,2.07,0.1,5.29,15.86,True,Medium,Hub B,True,True,1.0,Resell
CON-100418,Box,Plastic,6.98,40,25,High,Moderate Damage,94.57,None,True,7.84,5.56,8.47,1.48,6.74,2.34,2.54,0.14,7.26,21.77,True,Medium,Warehouse A,False,False,1.0,Resell
CON-100419,Box,Cardboard,1.5,52,122,High,Moderate Damage,51.47,None,True,7.59,21.73,3.49,0.13,5.37,1.68,1.17,0.03,0.6,1.8,True,Medium,Facility D,True,True,1.0,Resell
CON-100420,Pallet,Plastic,6.81,51,58,None,Safe,70.61,None,False,0.0,17.71,18.08,1.26,6.7,3.82,2.5,0.14,7.08,21.24,True,Low,Hub B,False,True,1.0,Resell
CON-100421,Drum,Metal,35.11,3,2,None,Safe,76.27,Chemical,False,0.0,21.76,104.69,17.51,34.44,7.21,9.58,0.7,77.24,231.71,True,Medium,Warehouse A,True,True,1.0,Resell
CON-100422,Tote,Plastic,5.8,52,149,Low,Minor Damage,49.43,None,False,2.11,28.49,6.85,1.17,6.45,3.7,2.25,0.12,6.03,18.09,True,Low,Facility D,True,True,1.0,Resell
CON-100423,Pallet,Plastic,6.27,6,14,None,Safe,86.76,Hazardous,False,0.0,10.89,0.0,0.0,39.4,3.75,2.37,0.13,6.52,19.56,False,High,Hub B,True,True,1.0,Dispose
CON-100424,Box,Plastic,6.87,35,70,Medium,Moderate Damage,62.89,None,True,2.73,14.82,7.89,1.29,6.72,1.32,2.52,0.14,7.15,21.44,True,Medium,Hub B,False,True,1.0,Resell
CON-100425,Box,Cardboard,1.59,19,21,None,Safe,85.77,None,False,0.0,6.48,12.22,0.13,5.4,3.19,1.2,0.03,0.63,1.9,True,Low,Warehouse A,True,True,1.0,Resell
CON-100426,Box,Plastic,6.04,5,15,None,Safe,79.22,Organic,False,0.0,6.87,13.32,1.13,6.51,3.72,2.31,0.12,6.28,18.83,True,Low,Depot C,True,True,1.0,Resell
CON-100427,Drum,Metal,28.51,15,10,None,Safe,96.37,None,False,0.0,19.54,98.32,13.44,12.13,6.42,7.93,0.57,62.71,188.14,True,Low,Terminal E,False,True,1.0,Resell
CON-100428,Pallet,Plastic,7.14,13,19,None,Safe,,None,False,0.0,13.08,37.94,1.32,6.79,3.86,2.59,0.14,7.43,22.28,True,Low,Facility D,False,True,1.0,Resell
CON-100429,Crate,Metal,25.88,51,123,High,Moderate Damage,58.06,None,True,32.11,30.59,19.73,12.71,11.47,4.61,7.27,0.52,56.94,170.82,True,Medium,Terminal E,False,True,1.0,Resell
CON-100430,Crate,Wood,21.84,48,149,High,Moderate Damage,60.38,None,True,41.64,32.84,18.04,0.0,10.46,4.12,6.26,0.44,3.49,10.48,False,Medium,Terminal E,True,False,1.0,Resell
CON-100431,Box,Cardboard,1.79,47,131,Medium,Minor Damage,61.03,None,True,3.37,21.2,3.94,0.15,5.45,0.72,1.25,0.04,0.72,2.15,True,Medium,Warehouse A,False,True,1.0,Resell
CON-100432,Box,Plastic,7.08,9,14,Low,Safe,77.77,None,False,0.74,6.98,12.15,1.36,6.77,3.85,2.57,0.14,7.36,22.09,True,Low,Facility D,True,True,1.0,Resell
CON-100433,Drum,Metal,33.48,24,57,Low,Safe,62.79,None,False,6.94,29.28,70.86,16.18,13.37,7.02,9.17,0.67,73.65,220.96,True,Low,Warehouse A,True,True,1.0,Resell
CON-100434,Tote,Plastic,6.69,6,14,Medium,Moderate Damage,75.13,Chemical,True,9.43,11.13,33.23,1.38,16.68,1.3,2.47,0.13,6.96,20.87,True,Medium,Warehouse A,True,True,1.0,Resell
CON-100435,Crate,Plastic,5.22,36,94,Low,Safe,77.05,None,False,4.06,24.84,34.97,1.08,6.31,3.63,2.11,0.1,5.43,16.29,True,Low,Terminal E,True,True,1.0,Resell
CON-100436,Tote,Plastic,5.47,5,8,Low,Minor Damage,83.81,None,False,1.7,9.23,37.56,1.14,6.37,3.66,2.17,0.11,5.68,17.05,True,Low,Terminal E,True,True,1.0,Resell
CON-100437,Box,Cardboard,1.74,30,22,None,Safe,68.66,None,False,0.0,9.15,9.42,0.15,5.43,3.21,1.23,0.03,0.69,2.08,True,Low,Warehouse A,True,True,1.0,Resell
CON-100438,Pallet,Wood,20.17,41,23,Medium,Moderate Damage,66.31,None,True,8.53,14.85,27.43,0.0,10.04,2.92,5.84,0.4,3.23,9.68,False,Medium,Depot C,False,True,1.0,Resell
CON-100439,Pallet,Wood,16.18,52,62,None,Safe,75.25,None,False,0.0,17.41,17.24,0.0,9.04,4.94,4.84,0.32,2.59,7.76,False,Low,Depot C,False,False,1.0,Resell
CON-100440,Tote,Plastic,5.9,37,33,None,Safe,88.25,None,False,0.0,11.06,21.48,1.18,6.47,3.71,2.27,0.12,6.14,18.41,True,Low,Depot C,True,True,1.0,Resell
CON-100441,Pallet,Wood,21.69,19,19,None,Safe,71.02,None,False,0.0,13.75,40.09,0.0,10.42,5.6,6.22,0.43,3.47,10.41,False,Low,Hub B,True,True,1.0,Resell
CON-100442,Tote,Plastic,5.86,24,25,Medium,Minor Damage,75.03,None,True,6.87,12.24,31.12,1.16,6.46,1.2,2.26,0.12,6.09,18.28,True,Medium,Hub B,True,True,1.0,Resell
CON-100443,Drum,Metal,35.37,60,87,Medium,Minor Damage,53.5,None,True,24.07,33.68,27.37,18.21,13.84,4.74,9.64,0.71,77.82,233.46,True,Medium,Depot C,False,True,1.0,Resell
CON-100444,Tote,Plastic,6.72,47,151,Low,Minor Damage,59.64,None,False,1.98,27.15,8.41,1.22,6.68,3.81,2.48,0.13,6.99,20.96,True,Low,Terminal E,True,True,0.75,Manual_Review
CON-100445,Pallet,Plastic,5.66,21,13,Medium,Minor Damage,79.9,Organic,True,11.74,11.82,36.08,1.08,6.41,1.18,2.21,0.11,5.88,17.65,True,Medium,Warehouse A,True,False,1.0,Resell
CON-100446,Box,Plastic,5.27,21,48,Medium,Minor Damage,63.15,None,True,2.58,12.58,10.12,1.13,6.32,1.13,2.12,0.11,5.48,16.43,True,Medium,Depot C,False,True,0.64,Manual_Review
CON-100447,Crate,Plastic,6.9,6,6,Low,Minor Damage,76.55,None,False,3.91,16.12,72.99,1.29,6.72,3.83,2.52,0.14,7.17,21.52,True,Low,Facility D,False,True,1.0,Resell
CON-100448,Pallet,Wood,18.43,56,116,Medium,Moderate Damage,74.82,Organic,True,11.02,22.88,11.36,0.0,9.61,2.71,5.41,0.37,2.95,8.84,False,Medium,Warehouse A,True,True,1.0,Resell
CON-100449,Pallet,Plastic,6.5,49,158,None,Safe,62.82,None,False,0.0,28.88,9.47,1.31,6.63,3.78,2.43,0.13,6.76,20.29,True,Low,Warehouse A,True,False,1.0,Resell
CON-100450,Drum,Metal,24.32,1,0,None,Safe,71.32,None,False,0.0,22.3,126.74,12.09,11.08,5.92,6.88,0.49,53.51,160.53,True,Low,Depot C,False,True,1.0,Resell
CON-100451,Pallet,Wood,16.95,18,35,None,Safe,75.03,None,False,0.0,14.75,36.46,0.0,9.24,5.03,5.04,0.34,2.71,8.14,False,Low,Facility D,False,True,1.0,Resell
CON-100452,Box,Plastic,6.03,37,20,Low,Minor Damage,91.11,Organic,False,0.7,5.58,8.07,1.3,6.51,3.72,2.31,0.12,6.27,18.81,True,Low,Hub B,True,True,1.0,Resell
CON-100453,Crate,Wood,18.32,34,82,High,Moderate Damage,68.18,None,True,31.44,24.97,41.79,0.0,9.58,3.7,5.38,0.37,2.93,8.79,False,Medium,Warehouse A,True,False,1.0,Resell
CON-100454,Crate,Plastic,6.45,45,71,Low,Minor Damage,61.1,None,False,4.03,24.93,29.46,1.26,6.61,3.77,2.41,0.13,6.7,20.11,True,Low,Facility D,False,True,1.0,Resell
CON-100455,Pallet,Wood,20.03,54,57,Medium,Minor Damage,76.08,None,True,8.47,16.79,18.74,0.0,10.01,2.9,5.81,0.4,3.2,9.61,False,Medium,Hub B,True,True,1.0,Resell
CON-100456,Pallet,Plastic,6.94,39,80,Medium,Moderate Damage,78.83,None,True,10.98,18.67,21.62,1.28,6.73,1.33,2.53,0.14,7.21,21.64,True,Medium,Hub B,True,True,1.0,Resell
CON-100457,Box,Plastic,6.46,51,42,Low,Safe,68.36,None,False,0.61,11.2,6.4,1.19,6.61,3.77,2.41,0.13,6.72,20.15,True,Low,Terminal E,True,True,1.0,Resell
CON-100458,Box,Plastic,6.4,49,38,None,Safe,64.8,Chemical,False,0.0,11.33,6.13,1.38,16.5,3.77,2.4,0.13,6.66,19.97,True,Medium,Hub B,True,True,1.0,Resell
CON-100459,Crate,Metal,28.17,11,33,Medium,Minor Damage,78.25,None,True,18.05,18.56,60.23,14.83,12.04,3.88,7.84,0.56,61.98,185.95,True,Medium,Terminal E,True,True,1.0,Resell
CON-100460,Tote,Plastic,7.14,7,22,Medium,Moderate Damage,84.61,None,True,7.81,10.51,36.07,1.56,6.78,1.36,2.58,0.14,7.42,22.27,True,Medium,Hub B,True,True,1.0,Resell
CON-100461,Drum,Metal,33.14,21,18,Medium,Minor Damage,80.81,None,True,22.67,22.68,90.4,15.87,13.28,4.48,9.08,0.66,72.9,218.7,True,Medium,Warehouse A,True,True,1.0,Resell
CON-100462,Drum,Plastic,6.45,54,98,Medium,Moderate Damage,71.68,None,True,21.01,32.05,33.93,1.18,6.61,1.27,2.41,0.13,6.71,20.12,True,Medium,Facility D,True,True,0.77,Manual_Review
CON-100463,Box,Plastic,5.85,43,108,Medium,Minor Damage,74.1,None,True,3.11,16.94,5.2,1.08,6.46,1.2,2.26,0.12,6.09,18.26,True,Medium,Hub B,True,True,1.0,Resell
CON-100464,Tote,Plastic,5.09,54,95,Medium,Moderate Damage,72.64,None,True,8.26,19.6,11.26,0.97,6.27,1.11,2.07,0.1,5.3,15.9,True,Medium,Facility D,True,True,1.0,Resell
CON-100465,Drum,Plastic,5.15,30,24,None,Safe,80.52,None,False,0.0,23.32,74.03,1.12,6.29,3.62,2.09,0.1,5.36,16.08,True,Low,Warehouse A,True,True,1.0,Resell
CON-100466,Box,Cardboard,1.43,44,65,Critical,Unsafe,68.34,None,True,10.59,13.5,0.0,0.12,5.36,3.17,1.16,0.03,0.57,1.72,True,High,Facility D,False,True,1.0,Recycle
CON-100467,Drum,Plastic,6.01,35,53,Low,Safe,60.82,None,False,5.83,29.18,59.16,1.3,6.5,3.72,2.3,0.12,6.25,18.76,True,Low,Facility D,False,True,1.0,Resell
CON-100468,Box,Cardboard,1.31,43,132,None,Safe,47.06,Organic,False,0.0,23.39,4.28,0.1,5.33,3.16,1.13,0.03,0.52,1.57,True,Low,Depot C,False,True,1.0,Resell
CON-100469,Drum,Plastic,5.94,55,53,None,Safe,77.66,None,False,0.0,26.65,41.24,1.3,6.49,3.71,2.29,0.12,6.18,18.54,True,Low,Terminal E,True,True,1.0,Resell
CON-100470,Box,Cardboard,1.7,23,67,Low,Safe,63.64,None,False,0.71,14.4,9.78,0.13,5.43,3.2,1.23,0.03,0.68,2.04,True,Low,Depot C,False,True,1.0,Resell
CON-100471,Pallet,Plastic,6.22,59,151,High,Unsafe,66.37,None,True,22.85,27.65,0.0,1.13,6.56,2.25,2.36,0.12,6.47,19.41,True,High,Facility D,False,True,0.69,Manual_Review
